"","genus_species","Family","mating_system"
"3184","Oenothera boquillensis","Onagraceae","si"
"3185","Oenothera brachycarpa","Onagraceae","si"
"3186","Oenothera calcicola","Onagraceae","si"
"3187","Oenothera californica","Onagraceae","si"
"3188","Oenothera canescens","Onagraceae","sc"
"3189","Oenothera cinerea","Onagraceae","si"
"3190","Oenothera clelandii","Onagraceae","sc"
"3191","Oenothera coloradensis","Onagraceae","sc"
"3192","Oenothera coronopifolia","Onagraceae","si"
"3193","Oenothera curtiflora","Onagraceae","sc"
"3194","Oenothera deltoides","Onagraceae","si"
"3195","Oenothera demareei","Onagraceae","si"
"3196","Oenothera drummondii","Onagraceae","sc"
"3197","Oenothera elata","Onagraceae","sc"
"3198","Oenothera elongata","Onagraceae","sc"
"3199","Oenothera engelmannii","Onagraceae","si"
"3200","Oenothera filiformis","Onagraceae","si"
"3201","Oenothera filipes","Onagraceae","si"
"3202","Oenothera flava","Onagraceae","sc"
"3203","Oenothera fruticosa","Onagraceae","si"
"3204","Oenothera gaura","Onagraceae","sc"
"3205","Oenothera glaucifolia","Onagraceae","si"
"3206","Oenothera glazioviana","Onagraceae","sc"
"3207","Oenothera grandiflora","Onagraceae","sc"
"3208","Oenothera grandis","Onagraceae","si"
"3209","Oenothera hartwegii","Onagraceae","si"
"3210","Oenothera havardii","Onagraceae","si"
"3211","Oenothera heterophylla","Onagraceae","si"
"3212","Oenothera hexandra","Onagraceae","sc"
"3213","Oenothera humifusa","Onagraceae","sc"
"3214","Oenothera indecora","Onagraceae","sc"
"3215","Oenothera kunthiana","Onagraceae","sc"
"3216","Oenothera laciniata","Onagraceae","sc"
"3217","Oenothera lindheimeri","Onagraceae","si"
"3218","Oenothera linifolia","Onagraceae","sc"
"3219","Oenothera longiflora","Onagraceae","sc"
"3220","Oenothera longissima","Onagraceae","sc"
"3221","Oenothera longituba","Onagraceae","sc"
"3222","Oenothera macrocarpa","Onagraceae","si"
"3223","Oenothera macrosceles","Onagraceae","sc"
"3224","Oenothera maysillesii","Onagraceae","si"
"3225","Oenothera mckelveyae","Onagraceae","si"
"3226","Oenothera mendocinensis","Onagraceae","sc"
"3227","Oenothera multicaulis","Onagraceae","sc"
"3228","Oenothera nana","Onagraceae","sc"
"3229","Oenothera neomexicana","Onagraceae","si"
"3230","Oenothera nuda","Onagraceae","sc"
"3231","Oenothera nutans","Onagraceae","sc"
"3232","Oenothera nuttallii","Onagraceae","si"
"3233","Oenothera oakesiana","Onagraceae","sc"
"3234","Oenothera odorata","Onagraceae","sc"
"3235","Oenothera organensis","Onagraceae","si"
"3236","Oenothera pallida","Onagraceae","si"
"3237","Oenothera parodiana","Onagraceae","sc"
"3238","Oenothera patriciae","Onagraceae","sc"
"3239","Oenothera perennis","Onagraceae","sc"
"3240","Oenothera picensis","Onagraceae","sc"
"3241","Oenothera primiveris","Onagraceae","sc"
"3242","Oenothera pubescens","Onagraceae","sc"
"3243","Oenothera ravenii","Onagraceae","sc"
"3244","Oenothera rhombipetala","Onagraceae","si"
"3245","Oenothera rosea","Onagraceae","sc"
"3246","Oenothera sandiana","Onagraceae","sc"
"3247","Oenothera serrulata","Onagraceae","sc"
"3248","Oenothera simulans","Onagraceae","sc"
"3249","Oenothera sinuosa","Onagraceae","si"
"3250","Oenothera speciosa","Onagraceae","si"
"3251","Oenothera stricta","Onagraceae","sc"
"3252","Oenothera stubbei","Onagraceae","si"
"3253","Oenothera suffrutescens","Onagraceae","si"
"3254","Oenothera suffulta","Onagraceae","si"
"3255","Oenothera tarijensis","Onagraceae","sc"
"3256","Oenothera tetraptera","Onagraceae","sc"
"3257","Oenothera toumeyi","Onagraceae","si"
"3258","Oenothera triangulata","Onagraceae","sc"
"3259","Oenothera tubifera","Onagraceae","sc"
"3260","Oenothera versicolor","Onagraceae","sc"
"3261","Oenothera villaricae","Onagraceae","sc"
"3262","Oenothera villosa","Onagraceae","sc"
"3263","Oenothera wigginsii","Onagraceae","sc"
"3264","Oenothera xylocarpa","Onagraceae","sc"
"3265","Olea europaea","Oleaceae","si"
"3267","Olearia adenocarpa","Asteraceae","sc"
"3268","Olimarabidopsis cabulica","Brassicaceae","sc"
"3269","Olneya tesota","Fabaceae","si"
"3270","Oncidium altissimum","Orchidaceae","si"
"3271","Oncidium sphacelatum","Orchidaceae","si"
"3272","Onobrychis aequidentata","Fabaceae","sc"
"3273","Onobrychis caput-galli","Fabaceae","sc"
"3274","Onobrychis crista-galli","Fabaceae","sc"
"3275","Onobrychis micrantha","Fabaceae","sc"
"3276","Onobrychis pindicola","Fabaceae","si"
"3277","Onobrychis squarrosa","Fabaceae","sc"
"3278","Onobrychis transcaucasica","Fabaceae","si"
"3279","Onobrychis vaginalis","Fabaceae","si"
"3280","Onobrychis vassilczenkoi","Fabaceae","si"
"3281","Onobrychis viciifolia","Fabaceae","sc"
"3284","Ononis alopecuroides","Fabaceae","sc"
"3285","Ononis hirta","Fabaceae","sc"
"3286","Ononis minutissima","Fabaceae","sc"
"3287","Ononis mitissima","Fabaceae","sc"
"3288","Ononis ornithopodioides","Fabaceae","sc"
"3289","Ononis sicula","Fabaceae","sc"
"3290","Ononis viscosa","Fabaceae","sc"
"3291","Onopordum illyricum","Asteraceae","sc"
"3292","Ophiopogon xylorrhizus","Asparagaceae","sc"
"3293","Opuntia echios","Cactaceae","si"
"3294","Opuntia helleri","Cactaceae","si"
"3295","Orchis mascula","Orchidaceae","si"
"3296","Oreocharis benthamii","Gesneriaceae","sc"
"3297","Orlaya grandiflora","Apiaceae","sc"
"3298","Ornithopus compressus","Fabaceae","sc"
"3299","Ornithopus perpusillus","Fabaceae","sc"
"3300","Ornithopus sativus","Fabaceae","sc"
"3302","Orychophragmus violaceus","Brassicaceae","si"
"3303","Oryza longistaminata","Poaceae","si"
"3304","Oryza rufipogon","Poaceae","sc"
"3306","Osmadenia tenella","Asteraceae","si"
"3307","Osmanthus delavayi","Oleaceae","sc"
"3308","Osmorhiza claytonii","Apiaceae","sc"
"3309","Osteospermum microcarpum","Asteraceae","si"
"3310","Ottelia ovalifolia","Hydrocharitaceae","sc"
"3311","Ottochloa gracillima","Poaceae","sc"
"3312","Oxalis acetosella","Oxalidaceae","sc"
"3313","Oxalis blastorrhiza","Oxalidaceae","sc"
"3314","Oxalis callosa","Oxalidaceae","si"
"3315","Oxalis campicola","Oxalidaceae","si"
"3316","Oxalis ciliaris","Oxalidaceae","sc"
"3317","Oxalis confertissima","Oxalidaceae","si"
"3318","Oxalis gracilis","Oxalidaceae","si"
"3319","Oxalis hirta","Oxalidaceae","sc"
"3320","Oxalis kamiesbergensis","Oxalidaceae","si"
"3321","Oxalis noctiflora","Oxalidaceae","si"
"3322","Oxalis oreophila","Oxalidaceae","si"
"3323","Oxalis pes-caprae","Oxalidaceae","sc"
"3324","Oxalis tenella","Oxalidaceae","si"
"3325","Oxalis xantha","Oxalidaceae","sc"
"3326","Oxytropis campestris","Fabaceae","si"
"3327","Oxytropis sericea","Fabaceae","si"
"3329","Oxytropis splendens","Fabaceae","si"
"3330","Pachycereus pringlei","Cactaceae","na"
"3331","Pachycladon novae-zelandiae","Brassicaceae","sc"
"3332","Pachyrhizus ahipa","Fabaceae","sc"
"3333","Pachyrhizus erosus","Fabaceae","sc"
"3337","Pachyrhizus ferrugineus","Fabaceae","sc"
"3338","Pachyrhizus panamensis","Fabaceae","sc"
"3339","Pachyrhizus tuberosus","Fabaceae","sc"
"3340","Packera aurea","Asteraceae","si"
"3341","Packera indecora","Asteraceae","sc"
"3342","Packera insulae-regalis","Asteraceae","sc"
"3343","Packera obovata","Asteraceae","si"
"3344","Packera pauciflora","Asteraceae","sc"
"3345","Packera paupercula","Asteraceae","si"
"3346","Packera schweinitziana","Asteraceae","si"
"3347","Paeonia decomposita","Paeoniaceae","sc"
"3348","Paepalanthus bifidus","Eriocaulaceae","sc"
"3349","Paepalanthus itatiaiensis","Eriocaulaceae","sc"
"3350","Paepalanthus subtilis","Eriocaulaceae","sc"
"3351","Paepalanthus tortilis","Eriocaulaceae","sc"
"3352","Pallenis maritima","Asteraceae","sc"
"3353","Papaver hybridum","Papaveraceae","sc"
"3354","Papaver rhoeas","Papaveraceae","si"
"3355","Pappobolus hypargyreus","Asteraceae","sc"
"3357","Pappobolus imbaburensis","Asteraceae","sc"
"3358","Paris quadrifolia","Melanthiaceae","sc"
"3359","Parkia biglobosa","Fabaceae","si"
"3360","Parkia pendula","Fabaceae","si"
"3361","Parkia speciosa","Fabaceae","si"
"3362","Parkia timoriana","Fabaceae","si"
"3363","Parkinsonia aculeata","Fabaceae","sc"
"3364","Parnassia palustris","Celastraceae","si"
"3365","Parrya nudicaulis","Brassicaceae","sc"
"3367","Parthenium integrifolium","Asteraceae","si"
"3368","Parthenium tomentosum","Asteraceae","si"
"3369","Paspalum amphicarpum","Poaceae","sc"
"3370","Paspalum intermedium","Poaceae","na"
"3371","Paspalum modestum","Poaceae","na"
"3372","Paspalum notatum","Poaceae","na"
"3373","Paspalum plicatulum","Poaceae","na"
"3374","Passiflora laurifolia","Passifloraceae","sc"
"3375","Passiflora serrulata","Passifloraceae","na"
"3376","Passiflora suberosa","Passifloraceae","sc"
"3377","Passiflora subrotunda","Passifloraceae","sc"
"3378","Patersonia occidentalis","Iridaceae","sc"
"3379","Patrinia sibirica","Caprifoliaceae","si"
"3380","Pavonia bahamensis","Malvaceae","si"
"3381","Pavonia cancellata","Malvaceae","na"
"3382","Pavonia varians","Malvaceae","sc"
"3383","Paysonia auriculata","Brassicaceae","sc"
"3384","Paysonia densipila","Brassicaceae","si"
"3385","Paysonia lescurii","Brassicaceae","si"
"3386","Pectis cylindrica","Asteraceae","sc"
"3387","Pectis ericifolia","Asteraceae","sc"
"3388","Pectis pringlei","Asteraceae","sc"
"3389","Pectis prostrata","Asteraceae","sc"
"3391","Pectis tenuifolia","Asteraceae","sc"
"3392","Pedicularis chamissonis","Orobanchaceae","si"
"3393","Pedicularis dunniana","Orobanchaceae","sc"
"3394","Pedicularis siphonantha","Orobanchaceae","sc"
"3395","Peltaea trinervis","Malvaceae","na"
"3396","Peltogyne chrysopis","Fabaceae","si"
"3397","Penstemon barbatus","Plantaginaceae","si"
"3398","Penstemon bicolor","Plantaginaceae","sc"
"3399","Penstemon degeneri","Plantaginaceae","sc"
"3400","Penstemon deustus","Plantaginaceae","si"
"3401","Penstemon hirsutus","Plantaginaceae","sc"
"3402","Penstemon neomexicanus","Plantaginaceae","si"
"3403","Penstemon pachyphyllus","Plantaginaceae","si"
"3404","Penstemon rostriflorus","Plantaginaceae","si"
"3405","Pentachaeta lyonii","Asteraceae","si"
"3406","Pentaclethra macroloba","Fabaceae","si"
"3407","Perezia megalantha","Asteraceae","si"
"3408","Perezia pilifera","Asteraceae","si"
"3409","Perezia recurvata","Asteraceae","si"
"3410","Persoonia hirsuta","Proteaceae","sc"
"3413","Persoonia mollis","Proteaceae","si"
"3415","Persoonia pauciflora","Proteaceae","sc"
"3416","Petunia altiplana","Solanaceae","si"
"3417","Petunia axillaris","Solanaceae","sc"
"3418","Petunia bajeensis","Solanaceae","si"
"3419","Petunia bonjardinensis","Solanaceae","si"
"3420","Petunia exserta","Solanaceae","sc"
"3421","Petunia hybrida","Solanaceae","si"
"3422","Petunia inflata","Solanaceae","si"
"3423","Petunia integrifolia","Solanaceae","si"
"3426","Petunia interior","Solanaceae","si"
"3427","Petunia mantiqueirensis","Solanaceae","si"
"3428","Petunia occidentalis","Solanaceae","sc"
"3429","Petunia saxicola","Solanaceae","si"
"3430","Petunia scheideana","Solanaceae","si"
"3432","Petunia secreta","Solanaceae","sc"
"3433","Peucedanum multivittatum","Apiaceae","si"
"3435","Peucedanum ostruthium","Apiaceae","sc"
"3436","Phalaenopsis pulcherrima","Orchidaceae","si"
"3437","Phaseolus acutifolius","Fabaceae","sc"
"3438","Phaseolus coccineus","Fabaceae","na"
"3443","Phaseolus dumosus","Fabaceae","na"
"3445","Phaseolus lunatus","Fabaceae","sc"
"3446","Phaseolus vulgaris","Fabaceae","sc"
"3448","Philodendron hederaceum","Araceae","na"
"3449","Phlomis olivieri","Lamiaceae","si"
"3450","Phlox cuspidata","Polemoniaceae","si"
"3451","Phlox drummondii","Polemoniaceae","na"
"3452","Phoenix canariensis","Arecaceae","si"
"3454","Phoenix dactylifera","Arecaceae","si"
"3455","Phragmites australis","Poaceae","na"
"3456","Phyllanthus niruri","Phyllanthaceae","si"
"3457","Phyllodoce aleutica","Ericaceae","sc"
"3458","Phyllodoce caerulea","Ericaceae","sc"
"3460","Phymatidium delicatulum","Orchidaceae","sc"
"3461","Physalis acutifolia","Solanaceae","sc"
"3462","Physalis angulata","Solanaceae","sc"
"3465","Physalis cinerascens","Solanaceae","si"
"3466","Physalis coztomatl","Solanaceae","sc"
"3467","Physalis crassifolia","Solanaceae","si"
"3468","Physalis heterophylla","Solanaceae","sc"
"3469","Physalis ixocarpa","Solanaceae","sc"
"3470","Physalis lagascae","Solanaceae","sc"
"3471","Physalis longifolia","Solanaceae","si"
"3472","Physalis minima","Solanaceae","sc"
"3473","Physalis peruviana","Solanaceae","sc"
"3474","Physalis philadelphica","Solanaceae","si"
"3475","Physalis pruinosa","Solanaceae","sc"
"3476","Physalis pubescens","Solanaceae","sc"
"3479","Physalis pumila","Solanaceae","si"
"3480","Physalis virginiana","Solanaceae","si"
"3481","Physalis viscosa","Solanaceae","na"
"3484","Physalis walteri","Solanaceae","si"
"3485","Physaria arctica","Brassicaceae","sc"
"3486","Physaria bellii","Brassicaceae","si"
"3487","Physaria fendleri","Brassicaceae","si"
"3488","Physaria filiformis","Brassicaceae","si"
"3489","Physaria gordonii","Brassicaceae","si"
"3490","Physaria ludoviciana","Brassicaceae","si"
"3491","Physaria obcordata","Brassicaceae","si"
"3492","Physaria rollinsii","Brassicaceae","si"
"3493","Phyteuma betonicifolium","Campanulaceae","si"
"3494","Phyteuma hemisphaericum","Campanulaceae","si"
"3495","Phytolacca americana","Phytolaccaceae","sc"
"3496","Phytolacca rivinoides","Phytolaccaceae","sc"
"3497","Picris hieracioides","Asteraceae","si"
"3500","Picris nuristanica","Asteraceae","si"
"3501","Pilosella lactucella","Asteraceae","sc"
"3502","Pilosella officinarum","Asteraceae","na"
"3504","Pinguicula ionantha","Lentibulariaceae","sc"
"3505","Pinguicula lutea","Lentibulariaceae","sc"
"3506","Pinguicula moranensis","Lentibulariaceae","sc"
"3507","Pinguicula planifolia","Lentibulariaceae","sc"
"3508","Piper aequale","Piperaceae","sc"
"3509","Piper caldense","Piperaceae","si"
"3510","Piper cernuum","Piperaceae","si"
"3511","Piper cordulatum","Piperaceae","sc"
"3512","Piper dilatatum","Piperaceae","sc"
"3513","Piper marginatum","Piperaceae","si"
"3514","Piptadenia obliqua","Fabaceae","si"
"3515","Piscidia carthagenensis","Fabaceae","si"
"3516","Pisum fulvum","Fabaceae","sc"
"3518","Pisum sativum","Fabaceae","sc"
"3522","Pitcairnia geyskesii","Bromeliaceae","si"
"3523","Pitcairnia heterophylla","Bromeliaceae","sc"
"3524","Pitcairnia recurvata","Bromeliaceae","sc"
"3525","Pithecellobium dulce","Fabaceae","sc"
"3526","Plantago coronopus","Plantaginaceae","sc"
"3527","Plantago major","Plantaginaceae","sc"
"3528","Platanthera bifolia","Orchidaceae","sc"
"3529","Platanthera chlorantha","Orchidaceae","sc"
"3530","Platanthera leucophaea","Orchidaceae","na"
"3531","Platanthera praeclara","Orchidaceae","sc"
"3532","Platonia insignis","Clusiaceae","si"
"3533","Platypodium elegans","Fabaceae","sc"
"3534","Pleonotoma clematis","Bignoniaceae","na"
"3535","Pleroma cleistoflorum","Melastomataceae","sc"
"3536","Pleroma hospitum","Melastomataceae","si"
"3537","Pleurophyllum criniferum","Asteraceae","sc"
"3538","Pleurophyllum hookeri","Asteraceae","si"
"3539","Pleurophyllum speciosum","Asteraceae","si"
"3540","Plocama pendula","Rubiaceae","na"
"3541","Plumbago auriculata","Plumbaginaceae","na"
"3542","Poa ussuriensis","Poaceae","sc"
"3543","Podophyllum hexandrum","Berberidaceae","sc"
"3544","Poeppigia procera","Fabaceae","si"
"3545","Pogonia ophioglossoides","Orchidaceae","sc"
"3546","Polemonium caeruleum","Polemoniaceae","sc"
"3547","Polygala lewtonii","Polygalaceae","sc"
"3548","Polygala pauciflora","Polygalaceae","sc"
"3550","Polygala polygama","Polygalaceae","sc"
"3551","Polygala reinii","Polygalaceae","si"
"3552","Polygonatum multiflorum","Asparagaceae","si"
"3553","Polygonatum verticillatum","Asparagaceae","sc"
"3554","Polygonum jucundum","Polygonaceae","sc"
"3555","Polygonum thunbergii","Polygonaceae","sc"
"3557","Polylepis incarum","Rosaceae","sc"
"3558","Polylepis tomentella","Rosaceae","sc"
"3560","Polypsecadium magellanicum","Brassicaceae","sc"
"3561","Populus fremontii","Salicaceae","si"
"3562","Populus trichocarpa","Salicaceae","si"
"3563","Porophyllum leiocarpum","Asteraceae","sc"
"3564","Portulaca oleracea","Portulacaceae","sc"
"3565","Posidonia australis","Posidoniaceae","sc"
"3566","Potentilla erecta","Rosaceae","si"
"3571","Potentilla matsumurae","Rosaceae","si"
"3572","Potentilla palustris","Rosaceae","sc"
"3573","Primula ambita","Primulaceae","na"
"3574","Primula chungensis","Primulaceae","sc"
"3575","Primula dumicola","Primulaceae","na"
"3576","Primula elatior","Primulaceae","si"
"3577","Primula halleri","Primulaceae","sc"
"3578","Primula kisoana","Primulaceae","sc"
"3579","Primula merrilliana","Primulaceae","sc"
"3580","Primula modesta","Primulaceae","si"
"3581","Primula nivalis","Primulaceae","sc"
"3582","Primula nutans","Primulaceae","si"
"3583","Primula oreodoxa","Primulaceae","sc"
"3584","Primula rubifolia","Primulaceae","na"
"3585","Primula sieboldii","Primulaceae","si"
"3586","Primula tibetica","Primulaceae","si"
"3587","Primula veris","Primulaceae","na"
"3588","Primula vilmoriniana","Primulaceae","na"
"3589","Primula vulgaris","Primulaceae","na"
"3590","Pringlea antiscorbutica","Brassicaceae","sc"
"3591","Prockia flava","Salicaceae","si"
"3592","Prosopis affinis","Fabaceae","sc"
"3593","Prosopis alba","Fabaceae","na"
"3594","Prosopis alpataco","Fabaceae","si"
"3595","Prosopis chilensis","Fabaceae","na"
"3596","Prosopis flexuosa","Fabaceae","na"
"3598","Prosopis glandulosa","Fabaceae","na"
"3599","Prosopis juliflora","Fabaceae","sc"
"3600","Prosopis nigra","Fabaceae","na"
"3601","Prosopis pallida","Fabaceae","sc"
"3602","Prosopis torquata","Fabaceae","si"
"3603","Prosopis velutina","Fabaceae","na"
"3604","Protea caffra","Proteaceae","sc"
"3605","Protea compacta","Proteaceae","sc"
"3606","Protea cordata","Proteaceae","si"
"3607","Protea decurrens","Proteaceae","sc"
"3608","Protea scabra","Proteaceae","si"
"3609","Protea sulphurea","Proteaceae","sc"
"3610","Protium spruceanum","Burseraceae","si"
"3611","Prunella vulgaris","Lamiaceae","sc"
"3612","Prunus avium","Rosaceae","si"
"3614","Prunus cerasoides","Rosaceae","si"
"3615","Prunus mahaleb","Rosaceae","sc"
"3616","Prunus salicina","Rosaceae","si"
"3617","Prunus scoparia","Rosaceae","sc"
"3618","Prunus virginiana","Rosaceae","si"
"3620","Pseudalcantarea viridiflora","Bromeliaceae","sc"
"3621","Pseudarthria viscida","Fabaceae","sc"
"3622","Pseudomisopates rivas-martinezii","Scrophulariaceae","si"
"3623","Pseudopiptadenia contorta","Fabaceae","si"
"3624","Pseudopiptadenia leptostachya","Fabaceae","sc"
"3625","Pseudostellaria heterophylla","Caryophyllaceae","sc"
"3626","Pseudoturritis turrita","Brassicaceae","sc"
"3627","Psidium guineense","Myrtaceae","na"
"3628","Psittacanthus robustus","Loranthaceae","sc"
"3629","Psophocarpus tetragonolobus","Fabaceae","sc"
"3630","Psychotria brachyceras","Rubiaceae","na"
"3631","Psychotria hoffmannseggiana","Rubiaceae","sc"
"3632","Psychotria horizontalis","Rubiaceae","si"
"3633","Psychotria manillensis","Rubiaceae","sc"
"3634","Psychotria marginata","Rubiaceae","si"
"3635","Psychotria nuda","Rubiaceae","si"
"3636","Psychotria officinalis","Rubiaceae","si"
"3637","Pterocarpus acapulcensis","Fabaceae","na"
"3639","Pterocarpus angolensis","Fabaceae","na"
"3640","Pterocarpus macrocarpus","Fabaceae","si"
"3641","Pterocarpus rohrii","Fabaceae","si"
"3642","Pterocarpus santalinus","Fabaceae","sc"
"3643","Pterodon emarginatus","Fabaceae","sc"
"3644","Pterospermum kingtungense","Malvaceae","sc"
"3645","Pterostylis irsoniana","Orchidaceae","sc"
"3646","Pterostylis oliveri","Orchidaceae","sc"
"3647","Pulicaria vulgaris","Asteraceae","sc"
"3649","Pultenaea densifolia","Fabaceae","si"
"3650","Puya raimondii","Bromeliaceae","sc"
"3651","Pycnospora lutescens","Fabaceae","sc"
"3652","Pyrrhopappus carolinianus","Asteraceae","sc"
